File,Genotype,Note,KRN,QC,ST,Year
DSC04838.JPG,Z019E0157,Ms71,7,5,S,8
DSC04839.JPG,Z024E0089,P39,8,5,S,8
DSC04840.JPG,Z024E0109,P39,8,3,S,8
DSC04841.JPG,Z019E0197,Ms71,9,4,S,8
DSC04842.JPG,Z024E0040,P39,7,4,S,8
DSC04843.JPG,Z019E0130,Ms71,7,3,S,8
DSC04844.JPG,Z024E0008,P39,8,4,S,8
DSC04845.JPG,Z011E0010,Il14H,7,4,S,8
DSC04846.JPG,Z024E0025,P39,7,4,S,8
DSC04847.JPG,Z019E0148,Ms71,8,4,S,8
DSC04848.JPG,Z024E0170,P39,6,3,S,8
DSC04849.JPG,Z024E0081,P39,8,5,S,8
DSC04850.JPG,Z011E0098,Il14H,6,3,T,8
DSC04851.JPG,Z024E0157,P39,7,4,S,8
DSC04852.JPG,Z024E0009,P39,8,5,S,8
DSC04853.JPG,Z011E0174,Il14H,8,3,T,8
DSC04854.JPG,Z011E0103,Il14H,6,3,S,8
DSC04855.JPG,Z011E0090,Il14H,9,5,S,8
DSC04856.JPG,Z024E0050,P39,6,5,S,8
DSC04857.JPG,Z019E0141,Ms71,7,5,S,8
DSC04858.JPG,Z019E0014,Ms71,5,4,S,8
DSC04859.JPG,Z024E0061,P39,10,5,S,8
DSC04860.JPG,Z011E0089,Il14H,6,4,S,8
DSC04861.JPG,Z019E0185,Ms71,8,5,S,8
DSC04863.JPG,Z011E0148,Il14H,9,4,S,8
DSC04864.JPG,Z011E0154,Il14H,8,4,S,8
DSC04865.JPG,Z011E0122,Il14H,6,5,S,8
DSC04867.JPG,Z019E0031,Ms71,5,4,S,8
DSC04868.JPG,Z011E0177,Il14H,7,2,S,8
DSC04869.JPG,Z024E0095,P39,13,4,S,8
DSC04870.JPG,Z019E0053,Ms71,7,3,S,8
DSC04871.JPG,Z019E0180,Ms71,8,4,T,8
DSC04872.JPG,Z011E0145,Il14H,7,4,S,8
DSC04873.JPG,Z019E0048,Ms71,7,5,S,8
DSC04874.JPG,Z019E0075,Ms71,9,5,S,8
DSC04875.JPG,Z011E0038,Il14H,5,4,S,8
DSC04876.JPG,Z019E0173,Ms71,7,5,S,8
DSC04877.JPG,Z011E0092,Il14H,6,4,S,8
DSC04878.JPG,Z019E0012,Ms71,9,5,S,8
DSC04879.JPG,Z019E0024,Ms71,9,5,S,8
DSC04880.JPG,Z024E0046,P39,7,5,S,8
DSC04881.JPG,Z024E0146,P39,8,5,S,8
DSC04882.JPG,Z011E0120,Il14H,7,5,S,8
DSC04883.JPG,Z011E0125,Il14H,6,3,T,8
DSC04884.JPG,Z024E0168,P39,10,4,S,8
DSC04885.JPG,Z024E0113,P39,8,5,S,8
DSC04886.JPG,Z019E0138,Ms71,8,5,S,8
DSC04890.JPG,Z024E0035,P39,8,4,S,8
DSC04891.JPG,Z024E0056,P39,5,4,S,8
DSC04892.JPG,Z024E0135,P39,9,4,S,8
DSC04893.JPG,Z011E0037,Il14H,8,4,S,8
DSC04894.JPG,Z011E0003,Il14H,9,4,S,8
DSC04895.JPG,Z019E0042,Ms71,7,5,S,8
DSC04896.JPG,Z019E0179,Ms71,7,5,S,8
DSC04897.JPG,Z011E0144,Il14H,9,3,S,8
DSC04898.JPG,Z019E0097,Ms71,9,4,S,8
DSC04899.JPG,Z024E0088,P39,8,5,S,8
DSC04900.JPG,Z024E0037,P39,9,5,S,8
DSC04901.JPG,Z019E0068,Ms71,7,3,S,8
DSC04902.JPG,Z019E0057,Ms71,8,5,S,8
DSC04903.JPG,Z011E0108,Il14H,9,5,S,8
DSC04904.JPG,Z019E0125,Ms71,9,5,S,8
DSC04905.JPG,Z010E0107,Hp301,7,4,S,8
DSC04906.JPG,Z019E0151,Ms71,8,5,S,8
DSC04907.JPG,Z019E0111,Ms71,10,4,S,8
DSC04908.JPG,Z019E0153,Ms71,8,5,S,8
DSC04909.JPG,Z011E0105,Il14H,7,3,S,8
DSC04910.JPG,Z024E0005,P39,8,3,T,8
DSC04911.JPG,Z019E0175,Ms71,8,5,S,8
DSC04912.JPG,Z024E0182,P39,8,5,S,8
DSC04913.JPG,Z011E0135,Il14H,6,5,S,8
DSC04914.JPG,Z019E0071,Ms71,6,5,S,8
DSC04915.JPG,Z011E0166,Il14H,8,5,S,8
DSC04916.JPG,Z011E0032,Il14H,7,5,S,8
DSC04917.JPG,Z019E0033,Ms71,7,5,S,8
DSC04918.JPG,Z019E0045,Ms71,8,5,S,8
DSC04919.JPG,Z024E0085,P39,7,4,S,8
DSC04920.JPG,Z001E0065,B97,8,4,S,8
DSC04921.JPG,Z024E0200,P39,8,5,S,8
DSC04923.JPG,Z019E0181,Ms71,10,5,S,8
DSC04924.JPG,Z019E0077,Ms71,6,3,S,8
DSC04925.JPG,Z019E0127,Ms71,6,4,S,8
DSC04926.JPG,Z019E0022,Ms71,7,5,S,8
DSC04927.JPG,Z019E0190,Ms71,6,5,S,8
DSC04928.JPG,Z024E0006,P39,7,3,T,8
DSC04929.JPG,Z019E0047,Ms71,6,5,S,8
DSC04930.JPG,Z019E0041,Ms71,8,5,S,8
DSC04931.JPG,Z019E0065,Ms71,7,4,T,8
DSC04932.JPG,Z024E0096,P39,6,3,S,8
DSC04933.JPG,Z010E0049,Hp301,7,5,S,8
DSC04934.JPG,Z019E0170,Ms71,8,5,S,8
DSC04935.JPG,Z024E0166,P39,6,4,S,8
DSC04936.JPG,Z024E0102,P39,8,5,S,8
DSC04937.JPG,Z011E0012,Il14H,8,4,T,8
DSC04938.JPG,Z024E0024,P39,7,5,S,8
DSC04939.JPG,Z011E0045,Il14H,7,4,S,8
DSC04940.JPG,Z019E0105,Ms71,5,5,S,8
DSC04941.JPG,Z011E0185,Il14H,6,4,S,8
DSC04942.JPG,Z011E0053,Il14H,7,5,S,8
DSC04943.JPG,Z011E0009,Il14H,7,4,S,8
DSC04944.JPG,Z022E0143,Oh43,7,5,S,8
DSC04945.JPG,Z019E0038,Ms71,7,5,S,8
DSC04946.JPG,Z019E0036,Ms71,8,5,S,8
DSC04947.JPG,Z010E0182,Hp301,5,4,S,8
DSC04948.JPG,Z011E0040,Il14H,6,5,S,8
DSC04949.JPG,Z019E0144,Ms71,8,4,S,8
DSC04950.JPG,Z019E0009,Ms71,7,5,S,8
DSC04951.JPG,Z024E0029,P39,6,5,S,8
DSC04952.JPG,Z019E0019,Ms71,8,4,T,8
DSC04953.JPG,Z011E0071,Il14H,8,5,S,8
DSC04954.JPG,Z011E0041,Il14H,7,5,S,8
DSC04955.JPG,Z010E0132,Hp301,7,3,S,8
DSC04956.JPG,Z019E0124,Ms71,10,5,S,8
DSC04957.JPG,Z011E0034,Il14H,5,3,S,8
DSC04959.JPG,Z019E0083,Ms71,10,4,T,8
DSC04960.JPG,Z019E0032,Ms71,8,5,S,8
DSC04961.JPG,Z011E0106,Il14H,7,5,S,8
DSC04962.JPG,Z022E0016,Oh43,6,5,S,8
DSC04963.JPG,Z019E0145,Ms71,7,4,S,8
DSC04964.JPG,Z011E0031,Il14H,6,5,S,8
DSC04965.JPG,Z010E0077,Hp301,11,4,T,8
DSC04966.JPG,Z011E0049,Il14H,6,4,S,8
DSC04968.JPG,Z011E0061,Il14H,6,4,S,8
DSC04969.JPG,Z019E0043,Ms71,7,4,T,8
DSC04970.JPG,Z019E0126,Ms71,8,5,S,8
DSC04971.JPG,Z019E0198,Ms71,7,5,S,8
DSC04972.JPG,Z024E0142,P39,9,5,S,8
DSC04973.JPG,Z011E0147,Il14H,6,3,T,8
DSC04974.JPG,Z011E0096,Il14H,6,5,S,8
DSC04975.JPG,Z019E0004,Ms71,8,5,S,8
DSC04976.JPG,Z019E0168,Ms71,7,4,S,8
DSC04977.JPG,Z022E0067,Oh43,7,5,S,8
DSC04978.JPG,Z024E0011,P39,8,5,S,8
DSC04980.JPG,Z011E0008,Il14H,9,4,T,8
DSC04981.JPG,Z010E0027,Hp301,6,4,S,8
DSC04982.JPG,Z011E0063,Il14H,5,4,S,8
DSC04983.JPG,Z011E0029,Il14H,7,4,S,8
DSC04985.JPG,Z019E0139,Ms71,8,5,S,8
DSC04986.JPG,Z024E0189,P39,7,4,S,8
DSC04987.JPG,Z011E0113,Il14H,7,5,S,8
DSC04988.JPG,Z001E0078,B97,8,5,S,8
DSC04989.JPG,Z019E0135,Ms71,8,5,S,8
DSC04990.JPG,Z019E0072,Ms71,7,5,S,8
DSC04991.JPG,Z011E0164,Il14H,5,3,S,8
DSC04992.JPG,Z011E0033,Il14H,6,4,S,8
DSC04993.JPG,Z019E0098,Ms71,8,5,S,8
DSC04994.JPG,Z011E0047,Il14H,10,4,T,8
DSC04995.JPG,Z001E0069,B97,8,5,S,8
DSC04996.JPG,Z010E0169,Hp301,8,4,S,8
DSC04997.JPG,Z019E0058,Ms71,8,5,S,8
DSC04998.JPG,Z019E0112,Ms71,8,5,S,8
DSC04999.JPG,Z019E0146,Ms71,8,5,S,8
DSC05000.JPG,Z022E0103,Oh43,7,5,S,8
DSC05001.JPG,Z011E0027,Il14H,8,2,S,8
DSC05002.JPG,Z019E0102,Ms71,7,4,S,8
DSC05003.JPG,Z011E0133,Il14H,7,4,S,8
DSC05004.JPG,Z024E0014,P39,6,5,S,8
DSC05005.JPG,Z011E0099,Il14H,8,5,S,8
DSC05006.JPG,Z019E0183,Ms71,6,4,S,8
DSC05007.JPG,Z019E0010,Ms71,6,2,T,8
DSC05008.JPG,Z010E0063,Hp301,7,4,S,8
DSC05009.JPG,Z019E0187,Ms71,9,4,S,8
DSC05010.JPG,Z011E0018,Il14H,9,4,S,8
DSC05011.JPG,Z010E0032,Hp301,7,5,S,8
DSC05013.JPG,Z019E0070,Ms71,8,4,T,8
DSC05014.JPG,Z011E0196,Il14H,8,4,T,8
DSC05015.JPG,Z001E0193,B97,8,5,S,8
DSC05016.JPG,Z019E0152,Ms71,9,5,S,8
DSC05017.JPG,Z019E0044,Ms71,7,4,S,8
DSC05018.JPG,Z019E0005,Ms71,8,4,S,8
DSC05019.JPG,Z024E0030,P39,8,4,S,8
DSC05020.JPG,Z024E0013,P39,9,3,T,8
DSC05021.JPG,Z019E0140,Ms71,8,4,S,8
DSC05023.JPG,Z019E0039,Ms71,8,5,S,8
DSC05024.JPG,Z024E0183,P39,7,5,S,8
DSC05025.JPG,Z001E0198,B97,7,5,S,8
DSC05026.JPG,Z001E0172,B97,11,5,S,8
DSC05027.JPG,Z022E0077,Oh43,7,5,S,8
DSC05028.JPG,Z011E0002,Il14H,6,5,S,8
DSC05029.JPG,Z019E0199,Ms71,7,4,S,8
DSC05030.JPG,Z024E0164,P39,7,5,S,8
DSC05031.JPG,Z019E0113,Ms71,8,5,S,8
DSC05032.JPG,Z024E0106,P39,4,3,S,8
DSC05033.JPG,Z019E0129,Ms71,7,4,S,8
DSC05034.JPG,Z011E0078,Il14H,8,5,S,8
DSC05035.JPG,Z001E0077,B97,8,5,S,8
DSC05036.JPG,Z001E0056,B97,7,5,S,8
DSC05037.JPG,Z024E0165,P39,8,5,S,8
DSC05038.JPG,Z024E0072,P39,6,4,S,8
DSC05039.JPG,Z010E0076,Hp301,7,4,S,8
DSC05041.JPG,Z001E0128,B97,6,4,S,8
DSC05042.JPG,Z011E0075,Il14H,5,3,T,8
DSC05043.JPG,Z019E0115,Ms71,7,4,S,8
DSC05044.JPG,Z011E0100,Il14H,8,4,T,8
DSC05046.JPG,Z019E0110,Ms71,7,3,S,8
DSC05047.JPG,Z019E0119,Ms71,7,5,S,8
DSC05048.JPG,Z019E0101,Ms71,8,3,T,8
DSC05049.JPG,Z019E0016,Ms71,8,4,S,8
DSC05050.JPG,Z001E0103,B97,8,5,S,8
DSC05051.JPG,Z019E0171,Ms71,7,4,T,8
DSC05052.JPG,Z001E0098,B97,10,5,S,8
DSC05053.JPG,Z011E0088,Il14H,10,4,T,8
DSC05054.JPG,Z019E0108,Ms71,7,5,S,8
DSC05055.JPG,Z011E0069,Il14H,7,5,S,8
DSC05056.JPG,Z011E0024,Il14H,6,3,S,8
DSC05057.JPG,Z001E0189,B97,8,4,S,8
DSC05058.JPG,Z019E0066,Ms71,8,4,S,8
DSC05059.JPG,Z019E0089,Ms71,9,5,S,8
DSC05060.JPG,Z024E0187,P39,7,3,S,8
DSC05061.JPG,Z011E0180,Il14H,7,3,T,8
DSC05062.JPG,Z019E0011,Ms71,7,4,S,8
DSC05064.JPG,Z011E0046,Il14H,5,4,S,8
DSC05065.JPG,Z019E0154,Ms71,8,5,S,8
DSC05066.JPG,Z019E0136,Ms71,8,4,S,8
DSC05067.JPG,Z024E0134,P39,8,5,S,8
DSC05068.JPG,Z019E0003,Ms71,9,5,S,8
DSC05069.JPG,Z022E0030,Oh43,8,5,S,8
DSC05070.JPG,Z022E0113,Oh43,7,5,S,8
DSC05071.JPG,Z010E0114,Hp301,8,5,S,8
DSC05072.JPG,Z019E0131,Ms71,8,5,S,8
DSC05074.JPG,Z019E0118,Ms71,7,4,S,8
DSC05075.JPG,Z010E0025,Hp301,8,5,S,8
DSC05077.JPG,Z011E0072,Il14H,9,4,S,8
DSC05078.JPG,Z022E0110,Oh43,7,5,S,8
DSC05080.JPG,Z019E0116,Ms71,7,4,S,8
DSC05081.JPG,Z019E0196,Ms71,8,5,S,8
DSC05082.JPG,Z019E0193,Ms71,9,5,S,8
DSC05083.JPG,Z011E0077,Il14H,6,5,S,8
DSC05084.JPG,Z019E0049,Ms71,7,5,S,8
DSC05085.JPG,Z011E0189,Il14H,8,5,S,8
DSC05086.JPG,Z019E0007,Ms71,7,4,T,8
DSC05087.JPG,Z024E0098,P39,8,4,T,8
DSC05088.JPG,Z024E0001,P39,5,3,T,8
DSC05089.JPG,Z024E0027,P39,9,5,S,8
DSC05090.JPG,Z011E0074,Il14H,7,5,S,8
DSC05091.JPG,Z011E0118,Il14H,8,5,S,8
DSC05092.JPG,Z024E0136,P39,6,4,T,8
DSC05093.JPG,Z019E0081,Ms71,8,4,S,8
DSC05103.JPG,Z019E0050,Ms71,7,5,S,8
DSC05104.JPG,Z024E0105,P39,7,4,S,8
DSC05105.JPG,Z022E0119,Oh43,7,4,S,8
DSC05106.JPG,Z019E0017,Ms71,7,5,S,8
DSC05107.JPG,Z010E0195,Hp301,10,4,T,8
DSC05108.JPG,Z019E0006,Ms71,8,5,S,8
DSC05111.JPG,Z011E0039,Il14H,8,4,T,8
DSC05112.JPG,Z019E0021,Ms71,10,5,S,8
DSC05113.JPG,Z022E0158,Oh43,10,5,S,8
DSC05114.JPG,Z011E0028,Il14H,6,4,S,8
DSC05115.JPG,Z011E0017,Il14H,6,4,S,8
DSC05116.JPG,Z010E0108,Hp301,5,4,S,8
DSC05117.JPG,Z019E0149,Ms71,8,4,S,8
DSC05118.JPG,Z019E0174,Ms71,10,4,T,8
DSC05119.JPG,Z001E0039,B97,7,5,S,8
DSC05120.JPG,Z019E0155,Ms71,8,5,S,8
DSC05121.JPG,Z010E0040,Hp301,6,5,S,8
DSC05122.JPG,Z011E0197,Il14H,6,5,S,8
DSC05123.JPG,Z022E0182,Oh43,8,5,S,8
DSC05124.JPG,Z001E0112,B97,8,5,S,8
DSC05125.JPG,Z011E0016,Il14H,6,4,S,8
DSC05126.JPG,Z019E0080,Ms71,6,3,S,8
DSC05128.JPG,Z024E0137,P39,8,5,S,8
DSC05129.JPG,Z019E0020,Ms71,7,5,S,8
DSC05130.JPG,Z011E0127,Il14H,9,4,T,8
DSC05131.JPG,Z001E0061,B97,8,5,S,8
DSC05132.JPG,Z019E0107,Ms71,5,4,S,8
DSC05133.JPG,Z010E0139,Hp301,7,5,S,8
DSC05134.JPG,Z019E0106,Ms71,8,5,S,8
DSC05135.JPG,Z001E0040,B97,8,5,S,8
DSC05136.JPG,Z001E0072,B97,8,5,S,8
DSC05137.JPG,Z011E0042,Il14H,7,5,S,8
DSC05140.JPG,Z011E0192,Il14H,8,4,S,8
DSC05141.JPG,Z019E0165,Ms71,7,5,S,8
DSC05142.JPG,Z019E0076,Ms71,7,5,S,8
DSC05143.JPG,Z019E0054,Ms71,9,5,S,8
DSC05144.JPG,Z022E0032,Oh43,7,5,S,8
DSC05145.JPG,Z019E0025,Ms71,7,5,S,8
DSC05146.JPG,Z019E0064,Ms71,8,5,S,8
DSC05147.JPG,Z010E0117,Hp301,6,5,S,8
DSC05148.JPG,Z011E0080,Il14H,8,5,S,8
DSC05149.JPG,Z011E0065,Il14H,7,4,T,8
DSC05150.JPG,Z022E0006,Oh43,7,5,S,8
DSC05151.JPG,Z011E0025,Il14H,8,5,S,8
DSC05152.JPG,Z001E0149,B97,7,5,S,8
DSC05153.JPG,Z019E0015,Ms71,7,5,S,8
DSC05154.JPG,Z019E0028,Ms71,7,4,S,8
DSC05155.JPG,Z019E0035,Ms71,5,4,S,8
DSC05157.JPG,Z019E0082,Ms71,6,5,S,8
DSC05159.JPG,Z010E0092,Hp301,6,4,S,8
DSC05160.JPG,Z022E0025,Oh43,7,5,S,8
DSC05161.JPG,Z001E0038,B97,7,5,S,8
DSC05162.JPG,Z001E0197,B97,7,5,S,8
DSC05164.JPG,Z019E0037,Ms71,7,5,S,8
DSC05165.JPG,Z022E0033,Oh43,6,4,S,8
DSC05166.JPG,Z019E0094,Ms71,10,4,S,8
DSC05167.JPG,Z022E0098,Oh43,7,5,S,8
DSC05168.JPG,Z019E0189,Ms71,9,5,S,8
DSC05169.JPG,Z001E0173,B97,7,5,S,8
DSC05170.JPG,Z019E0013,Ms71,7,4,S,8
DSC05171.JPG,Z019E0063,Ms71,8,5,S,8
DSC05172.JPG,Z019E0092,Ms71,7,3,S,8
DSC05173.JPG,Z022E0193,Oh43,8,5,S,8
DSC05174.JPG,Z011E0112,Il14H,10,3,S,8
DSC05175.JPG,Z010E0033,Hp301,7,4,S,8
DSC05176.JPG,Z019E0060,Ms71,7,5,S,8
DSC05177.JPG,Z011E0101,Il14H,7,5,S,8
DSC05178.JPG,Z022E0036,Oh43,7,5,S,8
DSC05179.JPG,Z019E0184,Ms71,10,4,S,8
DSC05180.JPG,Z001E0104,B97,7,4,S,8
DSC05181.JPG,Z019E0147,Ms71,10,4,S,8
DSC05182.JPG,Z024E0041,P39,9,5,S,8
DSC05183.JPG,Z011E0082,Il14H,7,3,T,8
DSC05184.JPG,Z019E0067,Ms71,8,5,S,8
DSC05185.JPG,Z019E0114,Ms71,6,4,S,8
DSC05186.JPG,Z022E0107,Oh43,11,4,S,8
DSC05187.JPG,Z019E0137,Ms71,8,5,S,8
DSC05188.JPG,Z019E0055,Ms71,7,5,S,8
DSC05189.JPG,Z019E0073,Ms71,9,5,S,8
DSC05190.JPG,Z011E0128,Il14H,6,4,T,8
DSC05191.JPG,Z019E0095,Ms71,6,4,S,8
DSC05193.JPG,Z010E0037,Hp301,7,3,S,8
DSC05194.JPG,Z010E0185,Hp301,8,5,S,8
DSC05195.JPG,Z010E0157,Hp301,6,4,S,8
DSC05196.JPG,Z001E0177,B97,9,5,S,8
DSC05197.JPG,Z024E0111,P39,9,4,S,8
DSC05200.JPG,Z024E0115,P39,7,4,S,8
DSC05201.JPG,Z011E0141,Il14H,6,3,S,8
DSC05202.JPG,Z010E0113,Hp301,7,5,S,8
DSC05203.JPG,Z001E0178,B97,6,5,S,8
DSC05205.JPG,Z001E0148,B97,7,5,S,8
DSC05206.JPG,Z011E0156,Il14H,7,4,S,8
DSC05207.JPG,Z001E0168,B97,6,5,S,8
DSC05208.JPG,Z011E0163,Il14H,8,4,S,8
DSC05209.JPG,Z011E0188,Il14H,7,4,S,8
DSC05210.JPG,Z022E0196,Oh43,8,4,S,8
DSC05212.JPG,Z011E0026,Il14H,8,5,S,8
DSC05213.JPG,Z022E0089,Oh43,9,5,S,8
DSC05214.JPG,Z019E0087,Ms71,9,4,T,8
DSC05215.JPG,Z010E0028,Hp301,7,5,S,8
DSC05216.JPG,Z001E0096,B97,8,5,S,8
DSC05217.JPG,Z010E0082,Hp301,9,5,S,8
DSC05218.JPG,Z010E0062,Hp301,7,4,S,8
DSC05219.JPG,Z022E0177,Oh43,8,5,S,8
DSC05220.JPG,Z010E0081,Hp301,7,5,S,8
DSC05221.JPG,Z022E0138,Oh43,8,5,S,8
DSC05222.JPG,Z022E0186,Oh43,8,5,S,8
DSC05223.JPG,Z024E0038,P39,8,4,S,8
DSC05224.JPG,Z019E0195,Ms71,8,4,T,8
DSC05225.JPG,Z001E0037,B97,11,5,S,8
DSC05226.JPG,Z010E0105,Hp301,6,3,S,8
DSC05227.JPG,Z019E0169,Ms71,9,4,S,8
DSC05228.JPG,Z022E0079,Oh43,8,5,S,8
DSC05229.JPG,Z022E0001,Oh43,8,5,S,8
DSC05230.JPG,Z011E0014,Il14H,7,5,S,8
DSC05231.JPG,Z010E0155,Hp301,8,5,S,8
DSC05232.JPG,Z001E0140,B97,8,5,S,8
DSC05233.JPG,Z019E0029,Ms71,6,5,S,8
DSC05234.JPG,Z019E0086,Ms71,10,4,T,8
DSC05235.JPG,Z011E0073,Il14H,6,4,S,8
DSC05236.JPG,Z022E0050,Oh43,9,4,S,8
DSC05237.JPG,Z019E0188,Ms71,8,4,S,8
DSC05238.JPG,Z022E0008,Oh43,7,5,S,8
DSC05239.JPG,Z022E0017,Oh43,7,5,S,8
DSC05240.JPG,Z011E0183,Il14H,8,4,S,8
DSC05242.JPG,Z011E0064,Il14H,8,4,S,8
DSC05243.JPG,Z019E0027,Ms71,6,5,S,8
DSC05244.JPG,Z019E0133,Ms71,8,5,S,8
DSC05245.JPG,Z022E0162,Oh43,7,5,S,8
DSC05246.JPG,Z019E0123,Ms71,8,4,S,8
DSC05247.JPG,Z010E0013,Hp301,8,5,S,8
DSC05248.JPG,Z019E0176,Ms71,7,5,S,8
DSC05249.JPG,Z022E0018,Oh43,8,5,S,8
DSC05250.JPG,Z022E0019,Oh43,8,5,S,8
DSC05251.JPG,Z011E0057,Il14H,8,4,S,8
DSC05252.JPG,Z001E0082,B97,7,5,S,8
DSC05253.JPG,Z019E0158,Ms71,8,5,S,8
DSC05254.JPG,Z022E0115,Oh43,8,3,S,8
DSC05255.JPG,Z019E0117,Ms71,7,4,S,8
DSC05256.JPG,Z010E0109,Hp301,7,3,S,8
DSC05257.JPG,Z022E0083,Oh43,8,5,S,8
DSC05258.JPG,Z001E0171,B97,10,5,S,8
DSC05259.JPG,Z024E0147,P39,7,5,S,8
DSC05260.JPG,Z011E0110,Il14H,7,4,S,8
DSC05261.JPG,Z022E0021,Oh43,7,5,S,8
DSC05262.JPG,Z001E0163,B97,7,5,S,8
DSC05264.JPG,Z011E0155,Il14H,8,4,T,8
DSC05265.JPG,Z019E0069,Ms71,7,5,S,8
